Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
429,Orlando Robinson,24,SAC,C,9,0,6.3,0.8,1.9,.412,0.1,0.6,.200,0.7,1.3,.500,.441,0.4,0.8,.571,0.3,1.2,1.6,1.0,0.3,0.1,0.4,0.7,2.1,,robinor01
429,Orlando Robinson,24,TOR,C,3,0,11.0,1.0,3.0,.333,0.0,0.3,.000,1.0,2.7,.375,.333,0.7,0.7,1.000,0.7,1.7,2.3,0.3,0.3,0.7,1.3,2.7,2.7,,robinor01
430,Vlatko Čančar,27,DEN,PF,4,0,8.5,1.0,1.8,.571,0.3,0.5,.500,0.8,1.3,.600,.643,0.0,0.0,,0.8,1.3,2.0,0.0,0.0,0.3,0.5,1.0,2.3,,cancavl01
431,Chris Duarte,27,CHI,SG,16,0,4.6,0.8,1.6,.480,0.4,0.9,.429,0.4,0.7,.545,.600,0.4,0.5,.750,0.3,0.9,1.3,0.5,0.0,0.0,0.1,0.4,2.3,,duartch01
432,Craig Porter Jr.,24,CLE,PG,27,0,7.6,0.9,1.6,.581,0.3,0.5,.538,0.7,1.1,.600,.663,0.2,0.3,.750,0.1,0.7,0.8,1.0,0.2,0.3,0.5,0.4,2.3,,portecr01
433,Lester Quiñones,24,PHI,SG,4,0,4.3,1.0,2.0,.500,0.0,0.8,.000,1.0,1.3,.800,.500,0.3,0.3,1.000,0.8,0.3,1.0,0.3,0.0,0.0,1.0,0.0,2.3,,quinole01
434,Tyler Smith,20,MIL,PF,13,0,3.3,0.9,1.4,.667,0.4,0.8,.500,0.5,0.6,.875,.806,0.1,0.2,.500,0.2,0.8,0.9,0.1,0.0,0.2,0.2,0.4,2.3,,smithty02
435,Jaylon Tyson,22,CLE,SG,28,1,7.8,0.9,2.1,.414,0.3,0.9,.346,0.5,1.1,.469,.491,0.3,0.4,.667,0.6,1.3,1.8,0.7,0.3,0.0,0.4,0.9,2.3,,tysonja01
436,Trey Jemison,25,2TM,C,18,0,10.2,0.8,1.8,.469,0.0,0.0,,0.8,1.8,.469,.469,0.5,1.3,.391,1.3,1.5,2.8,0.6,0.4,0.4,0.6,1.7,2.2,,jemistr01
436,Trey Jemison,25,NOP,C,16,0,10.4,0.9,2.0,.469,0.0,0.0,,0.9,2.0,.469,.469,0.5,1.3,.381,1.4,1.4,2.8,0.6,0.4,0.4,0.6,1.7,2.4,,jemistr01
436,Trey Jemison,25,LAL,C,2,0,8.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.5,1.0,.500,0.5,2.5,3.0,0.0,0.0,1.0,0.5,2.0,0.5,,jemistr01
437,Patrick Baldwin Jr.,22,WAS,SF,20,0,4.4,0.8,1.5,.533,0.5,0.9,.556,0.3,0.6,.500,.700,0.1,0.2,.500,0.3,0.6,0.9,0.1,0.1,0.1,0.2,0.3,2.2,,baldwpa01
438,Kai Jones,24,LAC,C,27,0,7.6,0.9,1.3,.714,0.0,0.1,.000,0.9,1.2,.758,.714,0.3,0.4,.750,0.6,1.1,1.7,0.4,0.2,0.5,0.4,0.9,2.2,,joneska01
439,Johnny Furphy,20,IND,SG,30,0,7.5,0.7,1.8,.382,0.4,1.1,.344,0.3,0.8,.435,.482,0.3,0.3,1.000,0.4,0.7,1.1,0.3,0.3,0.2,0.3,0.7,2.1,,furphjo01
440,Dillon Jones,23,OKC,SF,28,0,8.6,0.8,2.3,.338,0.3,1.3,.189,0.5,1.0,.536,.392,0.3,0.5,.571,0.6,1.2,1.9,0.8,0.2,0.1,0.4,1.0,2.1,,jonesdi01
441,Hunter Tyson,24,DEN,PF,33,0,7.5,0.7,1.8,.373,0.3,1.1,.306,0.3,0.7,.478,.466,0.4,0.6,.737,0.3,1.2,1.5,0.4,0.2,0.1,0.3,0.9,2.1,,tysonhu01
442,MarJon Beauchamp,24,MIL,SF,22,0,4.2,0.7,1.7,.395,0.2,0.8,.278,0.5,0.9,.500,.461,0.4,0.5,.800,0.2,0.9,1.0,0.1,0.1,0.0,0.5,0.2,2.0,,beaucma01
443,Mouhamed Gueye,22,ATL,PF,3,0,10.0,1.0,4.3,.231,0.0,2.7,.000,1.0,1.7,.600,.231,0.0,0.0,,0.3,1.7,2.0,0.3,0.7,0.0,0.3,0.3,2.0,,gueyemo02
444,Jalen Hood-Schifino,21,LAL,SG,2,0,7.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,1.0,1.0,1.000,0.5,0.0,0.5,0.5,0.0,0.5,0.5,1.5,2.0,,hoodsja01
445,Cory Joseph,33,ORL,PG,29,0,7.6,0.7,2.0,.356,0.5,1.4,.350,0.2,0.7,.368,.475,0.1,0.1,.500,0.2,0.6,0.8,0.8,0.4,0.1,0.4,0.6,2.0,,josepco01
446,Tyler Kolek,23,NYK,PG,27,0,5.3,0.7,1.7,.383,0.4,1.0,.393,0.3,0.7,.368,.500,0.2,0.2,1.000,0.1,0.5,0.6,0.8,0.3,0.0,0.3,0.4,2.0,,kolekty01
447,Christian Koloko,24,LAL,C,24,0,8.6,0.9,1.5,.595,0.0,0.1,.000,0.9,1.5,.629,.595,0.1,0.2,.750,1.0,1.2,2.3,0.3,0.3,0.3,0.3,1.1,2.0,,kolokch01
448,Alex Reese,25,OKC,PF,1,0,2.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,reeseal01
449,Adama Sanogo,22,CHI,C,4,0,5.3,1.0,1.8,.571,0.0,0.0,,1.0,1.8,.571,.571,0.0,0.0,,1.3,0.3,1.5,0.3,0.0,0.0,0.3,0.3,2.0,,sanogad01
450,TyTy Washington Jr.,23,PHO,PG,4,0,7.0,0.8,1.5,.500,0.5,0.8,.667,0.3,0.8,.333,.667,0.0,0.0,,0.0,0.3,0.3,1.0,0.5,0.0,0.3,0.0,2.0,,washity02
451,Anthony Gill,32,WAS,PF,32,0,5.9,0.7,1.3,.500,0.2,0.4,.357,0.5,0.9,.571,.560,0.5,0.8,.577,0.2,0.7,0.9,0.2,0.2,0.0,0.2,0.5,1.9,,gillan01
452,Jordan McLaughlin,28,SAC,PG,27,0,6.8,0.6,1.6,.381,0.4,0.9,.400,0.2,0.6,.353,.500,0.4,0.5,.714,0.1,0.6,0.8,0.9,0.4,0.0,0.4,0.5,1.9,,mclaujo01
453,Tristan Thompson,33,CLE,C,22,0,7.9,0.8,1.8,.462,0.0,0.1,.000,0.8,1.7,.486,.462,0.2,0.9,.250,0.7,2.0,2.8,0.6,0.0,0.3,0.5,1.0,1.9,,thomptr01
454,Dominick Barlow,21,ATL,SF,10,0,5.9,0.6,1.6,.375,0.2,0.5,.400,0.4,1.1,.364,.438,0.4,0.6,.667,0.1,0.8,0.9,0.3,0.3,0.0,0.0,0.5,1.8,,barlodo01
455,Enrique Freeman,24,IND,PF,18,1,7.5,0.7,1.4,.480,0.1,0.3,.167,0.6,1.1,.579,.500,0.4,0.7,.538,0.3,0.7,1.0,0.4,0.1,0.1,0.3,0.9,1.8,,freemen01
456,Jericho Sims,26,NYK,C,36,5,11.6,0.8,1.3,.609,0.0,0.0,,0.8,1.3,.609,.609,0.2,0.4,.615,1.4,2.2,3.6,0.6,0.2,0.3,0.6,1.3,1.8,,simsje01
457,Jaden Springer,22,BOS,SG,23,0,5.0,0.5,1.3,.379,0.2,0.7,.333,0.3,0.6,.429,.466,0.6,0.8,.737,0.2,0.7,0.8,0.3,0.4,0.0,0.1,0.7,1.8,,sprinja01
458,Markieff Morris,35,DAL,PF,7,0,5.9,0.7,3.1,.227,0.3,1.9,.154,0.4,1.3,.333,.273,0.0,0.0,,0.0,1.1,1.1,0.6,0.1,0.1,0.3,0.3,1.7,,morrima02
459,Tristan Vukcevic,21,WAS,C,7,0,3.1,0.7,2.0,.357,0.1,1.1,.125,0.6,0.9,.667,.393,0.1,0.1,1.000,0.3,0.3,0.6,0.1,0.0,0.1,0.0,0.4,1.7,,vukcetr01
460,Ariel Hukporti,22,NYK,C,16,0,7.5,0.6,1.0,.625,0.0,0.0,,0.6,1.0,.625,.625,0.4,0.6,.600,0.3,1.4,1.8,0.4,0.0,0.7,0.7,0.9,1.6,,hukpoar01
461,Keshad Johnson,23,MIA,SF,10,0,5.7,0.7,1.2,.583,0.1,0.4,.250,0.6,0.8,.750,.625,0.1,0.6,.167,0.2,1.5,1.7,0.3,0.1,0.4,0.3,0.5,1.6,,johnske10
462,Matt Ryan,27,NYK,SF,16,0,3.8,0.6,1.6,.346,0.3,1.0,.313,0.3,0.6,.400,.442,0.1,0.1,1.000,0.0,0.4,0.4,0.1,0.1,0.0,0.2,0.1,1.6,,ryanma01
463,Jordan Walsh,20,BOS,PF,33,1,8.0,0.6,1.6,.352,0.3,1.2,.289,0.2,0.5,.500,.454,0.2,0.3,.500,0.4,0.7,1.1,0.3,0.2,0.2,0.2,0.5,1.6,,walshjo01
464,Pacome Dadiet,19,NYK,SG,13,0,6.4,0.5,1.5,.300,0.4,1.1,.357,0.1,0.5,.167,.425,0.2,0.2,1.000,0.0,1.0,1.0,0.4,0.1,0.2,0.1,0.4,1.5,,dadiepa01
465,Jazian Gortman,21,DAL,PG,16,0,3.6,0.6,1.4,.391,0.3,0.7,.364,0.3,0.8,.417,.478,0.1,0.3,.500,0.1,0.3,0.3,0.4,0.1,0.1,0.3,0.6,1.5,,gortmja01
466,Alex Len,31,SAC,C,34,3,7.4,0.6,1.2,.537,0.0,0.2,.167,0.6,1.0,.600,.549,0.2,0.4,.538,0.7,1.1,1.9,0.9,0.2,0.5,0.3,1.0,1.5,,lenal01
467,Quincy Olivari,23,LAL,PG,2,0,5.0,0.5,2.5,.200,0.5,2.5,.200,0.0,0.0,,.300,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,1.5,,olivaqu01
468,Dwight Powell,33,DAL,C,33,0,7.6,0.4,0.5,.778,0.0,0.0,1.000,0.4,0.5,.765,.806,0.6,0.9,.667,0.7,1.1,1.8,0.7,0.4,0.5,0.2,1.2,1.5,,poweldw01
469,Terrence Shannon Jr.,24,MIN,SG,10,0,4.5,0.7,1.3,.538,0.1,0.3,.333,0.6,1.0,.600,.577,0.0,0.0,,0.0,0.2,0.2,0.5,0.2,0.1,0.3,0.1,1.5,,shannte01
470,Armel Traoré,22,LAL,SF,8,0,7.6,0.6,2.3,.278,0.0,0.9,.000,0.6,1.4,.455,.278,0.3,0.9,.286,0.1,1.6,1.8,0.1,0.5,0.3,0.3,0.8,1.5,,armeltr01
471,Colin Castleton,24,MEM,C,10,0,4.6,0.2,1.0,.200,0.0,0.4,.000,0.2,0.6,.333,.200,1.0,1.1,.909,0.3,0.6,0.9,0.0,0.1,0.1,0.1,0.6,1.4,,castlco01
472,Sidy Cissoko,20,SAS,SF,16,0,3.2,0.6,1.1,.500,0.2,0.4,.429,0.4,0.7,.545,.583,0.1,0.4,.167,0.2,0.4,0.6,0.4,0.1,0.0,0.1,0.4,1.4,,cissosi01
473,Yuki Kawamura,23,MEM,PG,17,0,3.3,0.5,1.2,.381,0.2,0.9,.267,0.2,0.4,.667,.476,0.2,0.4,.667,0.0,0.4,0.4,0.7,0.1,0.0,0.2,0.4,1.4,,kawamyu01
474,Alex Ducas,24,OKC,SG,9,0,3.4,0.4,1.0,.444,0.4,0.9,.500,0.0,0.1,.000,.667,0.0,0.0,,0.1,0.2,0.3,0.1,0.1,0.0,0.1,0.3,1.3,,ducasal01
475,Jack McVeigh,28,HOU,PF,6,0,3.5,0.5,1.8,.273,0.3,1.3,.250,0.2,0.5,.333,.364,0.0,0.0,,0.2,0.5,0.7,0.2,0.0,0.2,0.2,0.2,1.3,,mcveija01
476,Luke Travers,23,CLE,SG,6,0,7.0,0.5,1.2,.429,0.0,0.5,.000,0.5,0.7,.750,.429,0.3,0.3,1.000,0.2,0.8,1.0,0.8,0.2,0.2,0.3,0.5,1.3,,travelu01
477,Cam Christie,19,LAC,SG,5,0,5.8,0.4,1.8,.222,0.2,1.2,.167,0.2,0.6,.333,.278,0.2,0.4,.500,0.2,1.0,1.2,0.4,0.4,0.0,0.4,0.4,1.2,,chrisca02
478,JD Davison,22,BOS,PG,5,0,4.8,0.4,1.0,.400,0.2,0.6,.333,0.2,0.4,.500,.500,0.2,0.4,.500,0.0,0.4,0.4,0.2,0.2,0.0,1.2,0.2,1.2,,davisjd01
479,AJ Johnson,20,MIL,SG,6,0,2.5,0.5,1.2,.429,0.2,0.2,1.000,0.3,1.0,.333,.500,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.3,0.0,1.2,,johnsaj01
480,Bryce McGowens,22,POR,SG,5,0,2.6,0.6,1.0,.600,0.0,0.4,.000,0.6,0.6,1.000,.600,0.0,0.2,.000,0.2,0.0,0.2,0.2,0.0,0.0,0.4,0.2,1.2,,mcgowbr01
481,Zeke Nnaji,24,DEN,PF,27,0,4.5,0.6,1.3,.441,0.0,0.4,.000,0.6,0.9,.625,.441,0.1,0.3,.429,0.1,0.4,0.5,0.1,0.0,0.1,0.1,0.3,1.2,,nnajize01
482,PJ Hall,22,DEN,C,10,0,2.8,0.4,0.8,.500,0.0,0.3,.000,0.4,0.5,.800,.500,0.3,0.4,.750,0.2,0.8,1.0,0.2,0.0,0.1,0.1,0.3,1.1,,hallpj01
483,Colby Jones,22,SAC,SG,23,0,5.3,0.5,1.1,.440,0.2,0.4,.444,0.3,0.7,.438,.520,0.0,0.0,,0.3,0.6,0.9,0.2,0.2,0.3,0.3,0.6,1.1,,jonesco02
484,Adam Flagler,25,OKC,SG,15,0,3.7,0.3,2.1,.161,0.3,1.9,.179,0.0,0.2,.000,.242,0.0,0.0,,0.2,0.3,0.5,0.0,0.1,0.1,0.1,0.4,1.0,,flaglad01
485,James Johnson,37,IND,PF,8,0,3.4,0.5,0.9,.571,0.0,0.1,.000,0.5,0.8,.667,.571,0.0,0.1,.000,0.0,0.5,0.5,0.4,0.0,0.3,0.5,0.5,1.0,,johnsja01
486,Kylor Kelley,27,DAL,,1,0,8.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,1.0,2.0,.500,1.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,,kelleky01
487,Jaylen Martin,21,BRK,SF,3,0,1.7,0.3,0.7,.500,0.3,0.3,1.000,0.0,0.3,.000,.750,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,,martija02
488,Karlo Matković,23,NOP,PF,10,0,7.3,0.5,1.2,.417,0.0,0.2,.000,0.5,1.0,.500,.417,0.0,0.0,,0.8,1.2,2.0,0.3,0.5,0.7,0.7,1.2,1.0,,matkoka01
489,Jared Rhoden,25,CHO,SG,4,0,3.0,0.5,2.0,.250,0.0,0.5,.000,0.5,1.5,.333,.250,0.0,0.0,,0.5,0.5,1.0,0.5,0.3,0.0,0.3,0.3,1.0,,rhodeja01
490,Baylor Scheierman,24,BOS,SG,9,0,6.0,0.3,1.9,.176,0.1,1.3,.083,0.2,0.6,.400,.206,0.2,0.2,1.000,0.2,1.2,1.4,0.4,0.2,0.0,0.0,0.7,1.0,,scheiba01
491,Xavier Tillman Sr.,26,BOS,C,26,1,7.3,0.4,1.5,.250,0.2,0.8,.182,0.2,0.7,.333,.300,0.0,0.1,.500,0.3,1.1,1.4,0.3,0.3,0.2,0.3,0.5,1.0,,tillmxa01
492,Maxwell Lewis,22,2TM,SF,8,0,3.8,0.4,0.9,.429,0.1,0.1,1.000,0.3,0.8,.333,.500,0.0,0.0,,0.3,0.0,0.3,0.3,0.1,0.0,0.3,0.1,0.9,,lewisma05
492,Maxwell Lewis,22,LAL,SF,7,0,4.1,0.3,0.9,.333,0.0,0.0,,0.3,0.9,.333,.333,0.0,0.0,,0.3,0.0,0.3,0.3,0.1,0.0,0.3,0.1,0.6,,lewisma05
492,Maxwell Lewis,22,BRK,SF,1,0,1.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,lewisma05
493,Trey Alexander,21,DEN,SG,14,0,4.4,0.3,1.3,.222,0.1,0.6,.222,0.1,0.6,.222,.278,0.1,0.1,1.000,0.0,0.3,0.3,0.4,0.1,0.1,0.1,0.4,0.9,,alexatr01
494,Josh Christopher,23,MIA,SG,7,0,3.7,0.3,0.9,.333,0.0,0.1,.000,0.3,0.7,.400,.333,0.3,0.6,.500,0.0,0.4,0.4,0.6,0.0,0.1,0.6,0.1,0.9,,chrisjo01
495,Kessler Edwards,24,DAL,SF,17,1,6.4,0.4,1.1,.333,0.1,0.6,.200,0.2,0.5,.500,.389,0.1,0.1,1.000,0.1,1.1,1.2,0.4,0.2,0.1,0.1,0.6,0.9,,edwarke02
496,D.J. Carton,24,TOR,SG,4,0,8.3,0.3,1.8,.143,0.0,0.8,.000,0.3,1.0,.250,.143,0.3,0.3,1.000,0.0,1.0,1.0,0.8,0.5,0.0,1.0,0.3,0.8,,cartodj01
497,Ulrich Chomche,19,TOR,PF,6,0,3.3,0.3,0.5,.667,0.0,0.0,,0.3,0.5,.667,.667,0.2,0.3,.500,0.5,0.5,1.0,0.3,0.0,0.0,0.3,0.7,0.8,,chomcul01
498,PJ Dozier,28,MIN,SG,9,0,3.9,0.2,0.3,.667,0.2,0.3,.667,0.0,0.0,,1.000,0.1,0.7,.167,0.1,0.4,0.6,0.6,0.1,0.0,0.1,0.3,0.8,,doziepj01
499,Isaiah Crawford,23,SAC,SF,3,0,3.0,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.7,,crawfis01
500,Liam Robbins,25,MIL,C,13,0,4.4,0.2,0.6,.250,0.0,0.2,.000,0.2,0.5,.333,.250,0.4,0.8,.500,0.5,0.4,0.9,0.2,0.2,0.2,0.5,0.7,0.7,,robbili01
501,Cui Yongxi,21,BRK,SG,5,0,2.0,0.2,1.4,.143,0.0,0.6,.000,0.2,0.8,.250,.143,0.2,0.4,.500,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.6,,cuiyo01
502,Garrett Temple,38,TOR,SG,15,0,3.9,0.1,0.7,.182,0.1,0.3,.200,0.1,0.4,.167,.227,0.3,0.3,1.000,0.1,0.5,0.7,0.6,0.3,0.1,0.3,0.5,0.6,,templga01
503,Tristen Newton,23,2TM,SG,6,0,1.5,0.2,1.0,.167,0.0,0.5,.000,0.2,0.5,.333,.167,0.2,0.2,1.000,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.5,0.5,,newtotr01
503,Tristen Newton,23,IND,SG,5,0,1.6,0.2,1.2,.167,0.0,0.6,.000,0.2,0.6,.333,.167,0.2,0.2,1.000,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.6,,newtotr01
503,Tristen Newton,23,MIN,SG,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,newtotr01
504,Jaylen Clark,23,MIN,SG,4,0,2.5,0.0,0.8,.000,0.0,0.3,.000,0.0,0.5,.000,.000,0.5,0.5,1.000,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.5,,clarkja02
505,Leonard Miller,21,MIN,SF,4,0,2.5,0.0,1.0,.000,0.0,0.8,.000,0.0,0.3,.000,.000,0.5,0.5,1.000,0.3,1.0,1.3,0.0,0.3,0.0,0.3,0.3,0.5,,millele01
506,Stanley Umude,25,MIL,SG,17,0,3.1,0.2,0.9,.188,0.1,0.5,.250,0.1,0.5,.125,.250,0.0,0.1,.000,0.2,0.6,0.8,0.1,0.1,0.1,0.1,0.4,0.5,,umudest01
507,RayJ Dennis,23,IND,PG,5,0,2.0,0.0,0.4,.000,0.0,0.4,.000,0.0,0.0,,.000,0.4,0.4,1.000,0.2,0.4,0.6,0.2,0.4,0.0,0.4,0.2,0.4,,dennira01
508,Spencer Jones,23,DEN,SF,5,0,2.6,0.2,0.8,.250,0.0,0.6,.000,0.2,0.2,1.000,.250,0.0,0.0,,0.0,0.6,0.6,0.0,0.4,0.0,0.2,0.2,0.4,,jonessp01
509,Jacob Toppin,24,NYK,SF,15,0,3.1,0.2,0.6,.333,0.0,0.1,.000,0.2,0.5,.429,.333,0.0,0.0,,0.1,0.5,0.7,0.3,0.1,0.0,0.1,0.2,0.4,,toppija01
510,Jalen Bridges,23,PHO,SF,4,0,4.3,0.0,0.8,.000,0.0,0.8,.000,0.0,0.0,,.000,0.3,0.5,.500,0.0,0.8,0.8,0.0,0.0,0.0,0.5,0.0,0.3,,bridgja01
511,Bronny James,20,LAL,SG,12,0,2.4,0.1,0.9,.091,0.0,0.3,.000,0.1,0.6,.143,.091,0.2,0.2,1.000,0.1,0.1,0.2,0.3,0.2,0.1,0.0,0.2,0.3,,jamesbr02
512,Malevy Leons,25,OKC,SF,6,0,3.5,0.0,0.3,.000,0.0,0.2,.000,0.0,0.2,.000,.000,0.3,0.7,.500,0.2,0.3,0.5,0.2,0.0,0.0,0.2,0.7,0.3,,leonsma01
513,Chris Livingston,21,MIL,SF,8,0,2.6,0.1,0.3,.500,0.0,0.0,,0.1,0.3,.500,.500,0.0,0.0,,0.3,1.0,1.3,0.1,0.1,0.0,0.4,0.3,0.3,,livinch01
514,Daishen Nix,22,MIN,PG,3,0,4.3,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.3,0.7,.500,0.0,1.3,1.3,1.0,0.0,0.0,1.3,0.3,0.3,,nixda01
515,Emoni Bates,21,CLE,SF,2,0,4.5,0.0,1.5,.000,0.0,1.0,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,batesem01
516,Joe Ingles,37,MIN,SF,9,0,3.9,0.0,0.3,.000,0.0,0.2,.000,0.0,0.1,.000,.000,0.0,0.0,,0.2,0.0,0.2,1.0,0.0,0.0,0.1,0.7,0.0,,inglejo01
517,Harrison Ingram,22,SAS,SF,1,0,7.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,ingraha01
518,Daniss Jenkins,23,DET,PG,3,0,2.7,0.0,1.3,.000,0.0,1.3,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,,jenkida01
519,Mason Jones,26,SAC,SG,3,0,4.3,0.0,0.7,.000,0.0,0.7,.000,0.0,0.0,,.000,0.0,0.0,,0.3,1.0,1.3,2.3,0.0,0.0,0.0,0.3,0.0,,jonesma05
520,Bobi Klintman,21,DET,SF,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,,klintbo01
521,Mac McClung,26,ORL,SG,1,0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,mccluma01
522,Justin Minaya,25,POR,SF,6,0,3.0,0.0,0.2,.000,0.0,0.0,,0.0,0.2,.000,.000,0.0,0.0,,0.3,0.2,0.5,0.3,0.2,0.0,0.0,0.5,0.0,,minayju01
523,Riley Minix,24,SAS,SF,1,0,7.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,minixri01
524,Cole Swider,25,DET,SF,2,0,6.5,0.0,2.5,.000,0.0,2.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,,swideco01
