Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
339,Marvin Bagley III,25,WAS,C,19,1,8.7,2.0,3.7,.535,0.1,0.5,.200,1.9,3.2,.590,.549,0.8,1.2,.652,1.4,1.5,2.9,0.4,0.4,0.3,0.6,0.6,4.9,,baglema01
340,Jordan Miller,25,LAC,SF,29,0,12.8,1.9,4.3,.429,0.3,1.2,.222,1.6,3.1,.511,.460,0.9,1.1,.788,0.8,1.0,1.8,1.1,0.5,0.2,0.8,0.7,4.9,,millejo02
341,Malaki Branham,21,SAS,SG,29,0,9.8,1.7,3.9,.434,0.7,1.8,.396,1.0,2.1,.467,.527,0.6,0.7,.850,0.1,1.0,1.1,0.9,0.2,0.1,1.0,0.6,4.7,,branhma01
342,Taylor Hendricks,21,UTA,PF,3,3,25.0,1.3,6.0,.222,1.0,4.0,.250,0.3,2.0,.167,.306,1.0,1.3,.750,1.7,3.3,5.0,0.7,1.7,1.3,0.7,2.7,4.7,,hendrta01
343,Tidjane Salaün,19,CHO,PF,34,8,18.4,1.6,5.0,.318,0.9,3.1,.280,0.7,1.9,.381,.406,0.6,0.9,.677,1.0,3.1,4.1,1.1,0.6,0.2,0.9,1.3,4.7,,salauti01
344,Oscar Tshiebwe,25,UTA,C,3,0,15.3,1.3,2.0,.667,0.0,0.0,,1.3,2.0,.667,.667,2.0,2.7,.750,1.7,5.0,6.7,0.0,1.3,0.0,0.3,3.3,4.7,,tshieos01
345,Mo Bamba,26,LAC,C,28,2,12.6,1.7,3.7,.466,0.5,1.8,.300,1.2,1.9,.623,.539,0.6,0.9,.680,0.9,3.4,4.3,0.6,0.3,1.0,0.7,1.8,4.6,,bambamo01
346,Charles Bassey,24,SAS,C,31,1,10.9,2.0,3.5,.579,0.0,0.0,,2.0,3.5,.579,.579,0.6,1.0,.613,1.7,2.9,4.6,0.4,0.4,0.9,0.7,1.4,4.6,,bassech01
347,Zach Collins,27,SAS,C,36,4,11.8,1.7,3.7,.462,0.4,1.3,.304,1.3,2.4,.547,.515,0.9,1.0,.886,1.1,1.8,2.8,1.4,0.4,0.4,0.6,1.9,4.6,,colliza01
348,Sandro Mamukelashvili,25,SAS,PF,30,0,8.5,1.6,3.0,.551,0.7,1.7,.404,0.9,1.2,.757,.669,0.6,0.8,.720,0.7,1.8,2.5,0.5,0.2,0.3,0.4,0.7,4.6,,mamuksa01
349,Ryan Rollins,22,MIL,PG,31,5,11.9,1.8,3.9,.463,0.6,1.7,.340,1.2,2.2,.559,.537,0.5,0.6,.778,0.4,1.2,1.5,1.1,0.7,0.4,0.8,1.5,4.6,,rolliry01
350,Trentyn Flowers,19,LAC,SF,2,0,8.0,2.0,4.5,.444,0.0,1.0,.000,2.0,3.5,.571,.444,0.5,0.5,1.000,0.5,1.5,2.0,0.0,0.0,0.0,0.5,1.5,4.5,,flowetr01
351,Jett Howard,21,ORL,SF,41,0,11.1,1.6,4.3,.373,1.0,3.0,.315,0.7,1.3,.509,.483,0.4,0.4,.833,0.4,0.8,1.2,0.6,0.2,0.2,0.5,1.1,4.5,,howarje01
352,Dariq Whitehead,20,BRK,SF,8,0,7.0,1.5,3.1,.480,1.4,2.6,.524,0.1,0.5,.250,.700,0.1,0.4,.333,0.1,0.5,0.6,0.1,0.4,0.1,0.4,0.3,4.5,,whiteda01
353,David Roddy,23,ATL,PF,27,3,12.8,1.6,3.4,.473,0.6,1.6,.372,1.0,1.9,.560,.559,0.7,0.8,.818,0.4,2.2,2.6,1.1,0.4,0.3,0.7,0.7,4.5,,roddyda01
354,Moussa Diabaté,23,CHO,C,39,4,18.6,1.9,3.2,.605,0.0,0.1,.000,1.9,3.1,.615,.605,0.6,1.2,.500,3.0,3.7,6.8,0.7,0.7,0.7,0.9,1.6,4.4,,diabamo01
355,Tre Jones,25,SAS,PG,28,0,16.1,1.6,3.3,.484,0.3,0.9,.308,1.3,2.4,.552,.527,0.9,1.2,.758,0.5,1.5,2.1,3.7,0.6,0.2,0.8,1.2,4.4,,jonestr01
356,Patty Mills,36,UTA,PG,17,0,15.3,1.5,4.5,.342,1.0,3.4,.298,0.5,1.1,.474,.454,0.3,0.3,1.000,0.2,1.1,1.2,1.2,0.7,0.2,0.9,0.7,4.4,,millspa02
357,Antonio Reeves,24,NOP,SG,18,0,9.2,1.7,4.2,.408,0.6,2.1,.289,1.1,2.1,.526,.480,0.4,0.4,.875,0.3,0.7,1.0,0.6,0.3,0.0,0.3,0.4,4.4,,reevean01
358,Pat Connaughton,32,MIL,SG,27,0,14.7,1.6,3.7,.426,0.7,2.1,.328,0.9,1.6,.558,.520,0.4,0.6,.750,0.6,2.1,2.7,1.7,0.1,0.3,0.6,1.1,4.3,,connapa01
359,Richaun Holmes,31,WAS,PF,11,0,10.8,1.7,2.9,.594,0.0,0.1,.000,1.7,2.8,.613,.594,0.8,1.0,.818,1.3,2.2,3.5,0.7,0.2,0.5,0.5,0.9,4.3,,holmeri01
360,Reggie Jackson,34,PHI,PG,29,1,12.3,1.6,4.3,.373,0.8,2.4,.324,0.8,1.9,.436,.464,0.2,0.3,.778,0.3,1.1,1.4,1.5,0.5,0.1,0.6,1.1,4.3,,jacksre01
361,Kyle Lowry,38,PHI,PG,30,12,19.6,1.3,3.5,.362,0.9,2.7,.350,0.3,0.8,.400,.495,0.8,1.0,.828,0.3,1.7,2.0,2.8,1.0,0.3,0.7,1.9,4.3,,lowryky01
362,Julian Phillips,21,CHI,SF,48,3,13.1,1.5,3.5,.438,0.6,1.9,.319,0.9,1.6,.577,.524,0.6,0.9,.707,0.9,1.1,2.0,0.4,0.4,0.2,0.4,1.3,4.3,,phillju01
363,Paul Reed,25,DET,C,27,0,10.1,1.7,3.0,.549,0.2,0.6,.294,1.5,2.4,.615,.579,0.8,0.9,.840,0.7,1.6,2.3,1.0,1.1,0.5,0.5,1.6,4.3,,reedpa01
364,Daniel Theis,32,NOP,C,38,9,16.3,1.6,3.4,.473,0.2,1.0,.243,1.4,2.4,.565,.508,0.8,1.0,.838,1.2,3.2,4.3,1.6,0.5,0.5,0.7,1.8,4.3,,theisda01
365,Gui Santos,22,GSW,PF,24,1,13.0,1.5,3.1,.473,0.8,2.0,.404,0.7,1.1,.593,.601,0.5,0.7,.647,1.1,1.7,2.8,1.3,0.4,0.1,0.6,1.5,4.2,,santogu01
366,Jeff Green,38,HOU,PF,14,2,10.4,1.5,2.8,.538,0.6,1.7,.333,0.9,1.1,.867,.641,0.5,0.6,.778,0.1,1.1,1.3,0.2,0.2,0.1,0.3,1.0,4.1,,greenje02
367,Kris Murray,24,POR,SF,41,0,13.8,1.7,3.7,.458,0.4,1.5,.262,1.3,2.2,.587,.510,0.3,0.8,.438,1.0,1.2,2.2,0.9,0.4,0.2,0.5,0.9,4.1,,murrakr01
368,Aaron Holiday,28,HOU,PG,34,0,11.1,1.4,3.3,.407,0.8,2.2,.373,0.5,1.1,.474,.531,0.5,0.6,.895,0.2,0.8,0.9,1.2,0.4,0.1,0.5,0.9,4.0,,holidaa01
369,Mason Plumlee,34,PHO,C,47,18,17.4,1.5,2.7,.571,0.0,0.0,.000,1.5,2.6,.581,.571,1.0,1.5,.634,1.7,4.6,6.3,1.8,0.4,0.8,0.9,2.2,4.0,,plumlma01
370,Josh Richardson,31,MIA,SG,8,0,18.8,1.4,4.8,.289,0.8,2.8,.273,0.6,2.0,.313,.368,0.5,0.5,1.000,0.8,0.8,1.5,1.5,1.0,0.1,1.0,2.1,4.0,,richajo01
371,Cam Spencer,24,MEM,SG,10,0,12.1,1.3,3.0,.433,0.5,1.6,.313,0.8,1.4,.571,.517,0.9,0.9,1.000,0.5,1.2,1.7,1.6,0.3,0.1,0.5,1.1,4.0,,spencca01
372,Andre Jackson Jr.,23,MIL,SG,45,37,17.4,1.6,3.4,.467,0.6,1.4,.385,1.0,1.9,.529,.549,0.2,0.4,.563,1.1,2.2,3.3,1.5,0.6,0.3,1.1,2.2,3.9,,jacksan01
373,Pelle Larsson,23,MIA,SG,31,1,12.6,1.4,3.1,.458,0.5,1.5,.304,1.0,1.6,.600,.531,0.6,1.0,.645,0.4,1.0,1.5,0.9,0.5,0.1,0.4,1.7,3.9,,larsspe01
374,Jae'Sean Tate,29,HOU,SF,29,1,10.9,1.4,2.9,.488,0.2,0.7,.316,1.2,2.2,.538,.524,0.8,1.2,.667,0.9,1.3,2.2,0.7,0.6,0.1,0.4,1.8,3.9,,tateja01
375,Cody Williams,20,UTA,SG,26,12,21.0,1.4,4.6,.300,0.6,2.4,.238,0.8,2.2,.368,.363,0.5,0.8,.636,0.5,1.7,2.2,1.3,0.5,0.4,0.8,1.9,3.9,,willico04
376,Jamal Cain,25,NOP,SF,19,0,12.4,1.4,3.1,.448,0.5,1.6,.323,0.8,1.4,.593,.534,0.5,0.8,.625,0.8,1.6,2.4,0.5,0.5,0.4,0.4,1.3,3.8,,cainja01
377,Gary Harris,30,ORL,SG,22,2,16.2,1.4,3.5,.395,0.9,2.6,.345,0.5,0.8,.556,.526,0.2,0.4,.500,0.5,0.7,1.2,0.5,0.7,0.3,0.5,0.7,3.8,,harriga01
378,Micah Potter,26,UTA,C,19,8,17.9,1.4,3.4,.406,0.9,2.6,.360,0.4,0.7,.571,.547,0.2,0.2,1.000,1.1,2.8,3.9,0.8,0.3,0.5,0.6,1.3,3.8,,pottemi01
379,Dario Šarić,30,DEN,C,13,4,14.8,1.4,4.2,.333,0.5,1.8,.250,0.9,2.3,.400,.389,0.5,0.8,.700,1.0,2.6,3.6,1.7,0.5,0.1,1.1,1.4,3.8,,saricda01
380,Dalen Terry,22,CHI,SG,47,1,12.7,1.4,3.1,.451,0.4,1.1,.352,1.0,1.9,.511,.517,0.6,0.9,.690,0.6,0.9,1.5,1.2,0.5,0.2,0.7,1.5,3.8,,terryda01
381,Devin Carter,22,SAC,PG,13,0,10.0,1.2,3.8,.300,0.5,2.1,.259,0.6,1.8,.348,.370,0.8,1.1,.786,0.4,2.0,2.4,1.2,0.2,0.2,0.5,1.1,3.7,,cartede02
382,Jeff Dowtin,27,PHI,PG,22,0,11.2,1.5,3.6,.405,0.3,1.0,.273,1.2,2.6,.456,.443,0.5,0.8,.706,0.1,1.1,1.2,1.5,0.4,0.2,0.1,0.6,3.7,,dowtije01
383,Steven Adams,31,HOU,C,33,2,12.1,1.4,2.3,.597,0.0,0.0,,1.4,2.3,.597,.597,0.8,1.9,.452,2.5,2.5,5.1,1.1,0.3,0.5,1.0,1.0,3.6,,adamsst01
384,Elijah Harkless,24,UTA,SG,9,0,15.0,1.2,3.9,.314,0.8,2.8,.280,0.4,1.1,.400,.414,0.3,0.7,.500,1.0,1.3,2.3,0.9,1.1,0.1,0.3,1.9,3.6,,harklej01
385,Oso Ighodaro,22,PHO,PF,39,2,15.2,1.5,2.7,.566,0.0,0.1,.000,1.5,2.7,.577,.566,0.5,0.9,.543,0.9,2.4,3.3,0.9,0.5,0.3,0.6,1.6,3.6,,ighodos01
386,Isaac Jones,24,SAC,PF,23,0,8.3,1.5,2.3,.673,0.0,0.2,.250,1.5,2.1,.708,.683,0.5,1.0,.522,0.5,1.0,1.5,0.2,0.1,0.3,0.5,1.0,3.6,,jonesis01
387,Olivier-Maxence Prosper,22,DAL,PF,39,2,9.7,1.2,3.0,.407,0.2,1.0,.231,1.0,2.0,.494,.445,0.9,1.4,.625,0.8,1.5,2.4,0.7,0.4,0.1,0.3,0.5,3.6,,prospol01
388,Jevon Carter,29,CHI,PG,22,0,6.5,1.2,2.9,.422,0.8,2.1,.391,0.4,0.8,.500,.563,0.3,0.4,.750,0.1,0.8,0.9,0.7,0.3,0.0,0.3,0.3,3.5,,carteje01
389,Luka Garza,26,MIN,C,17,0,5.2,1.4,2.7,.522,0.3,0.9,.333,1.1,1.8,.613,.576,0.4,0.6,.700,0.5,0.8,1.3,0.1,0.1,0.1,0.3,0.6,3.5,,garzalu01
390,DeAndre Jordan,36,DEN,C,34,2,11.7,1.6,2.4,.646,0.0,0.0,,1.6,2.4,.646,.646,0.4,0.9,.414,1.3,3.2,4.5,0.8,0.3,0.5,0.7,1.3,3.5,,jordade01
391,Doug McDermott,33,SAC,SF,30,3,8.5,1.2,2.8,.424,1.0,2.4,.431,0.2,0.4,.385,.606,0.1,0.2,.600,0.1,0.5,0.6,0.1,0.1,0.0,0.2,0.8,3.5,,mcderdo01
392,Nicolas Batum,36,LAC,PF,47,1,17.7,1.1,2.9,.400,0.9,2.4,.387,0.2,0.5,.458,.559,0.2,0.3,.786,0.7,2.2,2.9,1.4,0.6,0.4,0.4,1.6,3.4,,batumni01
393,Bruno Fernando,26,TOR,C,17,2,8.6,1.5,2.9,.531,0.0,0.0,,1.5,2.9,.531,.531,0.4,0.5,.750,1.2,1.8,3.0,1.1,0.2,0.5,0.8,1.6,3.4,,fernabr01
394,Jock Landale,29,HOU,C,24,0,9.8,1.2,2.8,.426,0.2,0.3,.500,1.0,2.5,.417,.456,0.7,1.1,.615,1.3,1.5,2.8,0.9,0.2,0.3,0.5,0.8,3.3,,landajo01
395,Cam Reddish,25,LAL,SF,31,8,18.1,1.2,2.8,.430,0.4,1.5,.289,0.8,1.3,.585,.506,0.5,0.8,.615,0.5,1.5,2.0,0.7,1.0,0.3,0.4,1.4,3.3,,reddica01
396,Reed Sheppard,20,HOU,PG,33,0,11.4,1.2,3.9,.315,0.7,2.4,.282,0.6,1.6,.365,.400,0.2,0.2,.833,0.3,1.0,1.3,1.2,0.6,0.3,0.6,0.9,3.3,,sheppre01
397,Jabari Walker,22,POR,SF,36,1,10.3,1.3,2.9,.453,0.2,0.9,.206,1.1,2.0,.569,.486,0.4,0.7,.615,0.8,2.1,2.9,0.4,0.5,0.1,0.6,1.3,3.3,,walkeja01
398,Bol Bol,25,PHO,PF,13,0,5.8,1.2,2.2,.536,0.2,1.0,.231,0.9,1.2,.800,.589,0.6,0.9,.667,0.5,1.1,1.5,0.2,0.0,0.2,0.5,0.2,3.2,,bolbo01
399,Moses Brown,25,IND,C,9,0,5.1,1.4,2.2,.650,0.0,0.0,,1.4,2.2,.650,.650,0.3,0.6,.600,0.4,1.0,1.4,0.0,0.2,0.1,0.7,0.7,3.2,,brownmo01
400,Ousmane Dieng,21,OKC,C,27,0,10.8,1.1,3.2,.356,0.5,1.9,.250,0.7,1.3,.514,.431,0.4,0.6,.688,0.4,1.8,2.2,0.8,0.5,0.2,0.4,0.9,3.2,,diengou01
401,Damion Lee,32,PHO,SG,12,0,5.8,1.0,3.0,.333,0.3,1.6,.158,0.8,1.4,.529,.375,0.9,0.9,1.000,0.1,0.8,0.8,0.6,0.3,0.0,0.4,0.2,3.2,,leeda03
402,Wendell Moore Jr.,23,DET,SG,20,1,11.0,1.2,2.5,.460,0.2,0.7,.286,1.0,1.8,.528,.500,0.7,0.7,.929,0.6,1.7,2.2,1.2,0.5,0.2,0.5,0.8,3.2,,moorewe01
403,Branden Carlson,25,OKC,C,15,0,6.3,1.1,2.3,.457,0.8,1.9,.429,0.3,0.5,.571,.629,0.1,0.1,1.000,0.3,1.3,1.7,0.4,0.1,0.4,0.1,0.7,3.1,,carlsbr01
404,JT Thor,22,CLE,PF,9,0,4.7,1.0,1.7,.600,0.3,0.7,.500,0.7,1.0,.667,.700,0.8,0.9,.875,0.3,0.3,0.7,0.1,0.2,0.3,0.7,0.7,3.1,,thorjt01
405,Blake Wesley,21,SAS,SG,30,0,9.4,1.2,2.7,.457,0.1,0.7,.190,1.1,2.0,.550,.481,0.5,0.7,.714,0.2,0.6,0.8,1.9,0.5,0.1,0.9,0.5,3.1,,weslebl01
406,David Duke Jr.,25,SAS,SG,1,0,8.0,1.0,4.0,.250,0.0,1.0,.000,1.0,3.0,.333,.250,1.0,2.0,.500,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,,dukeda01
407,Maxi Kleber,33,DAL,PF,34,4,18.7,1.1,2.8,.385,0.4,1.4,.265,0.7,1.4,.511,.453,0.5,0.6,.762,0.7,2.1,2.8,1.3,0.3,0.5,0.7,1.9,3.0,,klebima01
408,Taze Moore,26,POR,SG,2,0,10.0,1.0,5.0,.200,0.5,2.0,.250,0.5,3.0,.167,.250,0.5,1.0,.500,2.0,2.0,4.0,0.5,1.0,0.0,1.0,0.0,3.0,,mooreta02
409,Jaylon Tyson,22,CLE,SG,31,2,9.1,1.1,2.6,.432,0.4,1.1,.333,0.8,1.5,.500,.500,0.4,0.5,.733,0.7,1.4,2.1,0.8,0.2,0.1,0.4,1.0,3.0,,tysonja01
410,Orlando Robinson,24,2TM,C,14,0,9.0,1.0,2.6,.378,0.1,0.6,.125,0.9,2.1,.448,.392,0.8,1.1,.688,0.7,1.4,2.1,0.9,0.4,0.2,0.6,1.3,2.9,,robinor01
410,Orlando Robinson,24,SAC,C,9,0,6.3,0.8,1.9,.412,0.1,0.6,.200,0.7,1.3,.500,.441,0.4,0.8,.571,0.3,1.2,1.6,1.0,0.3,0.1,0.4,0.7,2.1,,robinor01
410,Orlando Robinson,24,TOR,C,5,0,13.8,1.4,4.0,.350,0.0,0.6,.000,1.4,3.4,.412,.350,1.4,1.8,.778,1.4,1.8,3.2,0.6,0.6,0.4,1.0,2.4,4.2,,robinor01
411,Jae Crowder,34,SAC,PF,7,2,13.1,0.9,2.4,.353,0.4,1.7,.250,0.4,0.7,.600,.441,0.7,0.9,.833,0.9,1.6,2.4,0.6,0.4,0.0,0.6,1.4,2.9,,crowdja01
412,Caleb Houstan,22,ORL,SF,34,5,12.1,0.9,2.9,.316,0.8,2.5,.306,0.1,0.4,.385,.449,0.3,0.3,1.000,0.4,0.6,1.0,0.4,0.2,0.1,0.1,1.0,2.9,,houstca01
413,Landry Shamet,27,NYK,SG,18,0,10.7,1.2,2.8,.412,0.5,1.7,.300,0.7,1.2,.571,.500,0.1,0.2,.250,0.2,0.6,0.8,0.4,0.4,0.1,0.4,0.7,2.9,,shamela01
414,Adem Bona,21,PHI,C,33,1,10.8,1.0,1.5,.680,0.0,0.0,,1.0,1.5,.680,.680,0.8,1.2,.625,1.0,1.8,2.9,0.3,0.2,0.8,0.7,1.9,2.8,,bonaad01
415,Kobe Brown,25,LAC,PF,19,0,8.0,1.2,2.5,.489,0.2,0.8,.250,1.0,1.6,.613,.532,0.2,0.2,.750,0.7,1.6,2.3,0.6,0.2,0.1,0.3,0.7,2.8,,brownko01
416,John Konchar,28,MEM,SG,25,3,14.2,1.0,2.6,.406,0.6,1.8,.311,0.5,0.8,.632,.516,0.2,0.2,.833,1.0,3.0,4.0,1.0,0.6,0.4,0.4,1.0,2.8,,konchjo01
417,A.J. Lawson,24,TOR,SG,4,0,3.8,1.0,2.0,.500,0.5,1.3,.400,0.5,0.8,.667,.625,0.3,0.8,.333,0.3,0.5,0.8,0.0,0.0,0.0,0.0,0.0,2.8,,lawsoaj01
418,Brandon Williams,25,DAL,PG,17,0,7.1,0.9,2.4,.400,0.3,0.9,.333,0.6,1.5,.440,.463,0.6,0.8,.769,0.1,0.6,0.8,1.1,0.2,0.0,0.6,0.4,2.8,,willibr03
419,Jaylen Clark,23,MIN,SG,7,0,8.1,1.0,2.6,.389,0.3,1.0,.286,0.7,1.6,.455,.444,0.4,0.6,.750,0.7,0.9,1.6,0.4,0.4,0.0,0.0,1.4,2.7,,clarkja02
420,Josh Minott,22,MIN,SF,30,0,7.2,1.1,2.3,.471,0.2,1.0,.241,0.8,1.3,.641,.522,0.3,0.4,.818,0.2,0.8,1.1,0.4,0.4,0.3,0.2,0.9,2.7,,minotjo01
421,Drew Peterson,25,BOS,PF,13,0,9.0,0.8,1.8,.458,0.5,1.4,.389,0.3,0.5,.667,.604,0.5,0.5,.857,0.4,1.6,2.0,0.6,0.2,0.2,0.4,0.9,2.7,,peterdr01
422,Jalen Pickett,25,DEN,SG,19,0,7.9,1.1,2.2,.476,0.5,1.2,.435,0.5,1.0,.526,.595,0.1,0.1,1.000,0.2,0.7,0.8,1.5,0.2,0.1,0.4,0.5,2.7,,pickeja02
423,Tristan Vukcevic,21,WAS,C,9,0,4.7,1.0,2.3,.429,0.2,1.2,.182,0.8,1.1,.700,.476,0.4,0.6,.800,0.4,0.4,0.9,0.4,0.0,0.1,0.3,0.4,2.7,,vukcetr01
424,Jeenathan Williams,25,HOU,SG,6,0,3.5,1.2,1.5,.778,0.3,0.7,.500,0.8,0.8,1.000,.889,0.0,0.0,,0.0,0.5,0.5,0.2,0.3,0.2,0.2,0.2,2.7,,willije02
425,Craig Porter Jr.,24,CLE,PG,29,0,8.1,1.0,1.8,.588,0.3,0.5,.533,0.8,1.2,.611,.667,0.2,0.3,.750,0.1,0.7,0.9,1.0,0.2,0.3,0.5,0.4,2.6,,portecr01
426,Rayan Rupert,20,POR,SG,34,0,8.1,0.9,2.3,.416,0.3,1.0,.286,0.6,1.2,.524,.481,0.4,0.5,.722,0.6,0.6,1.1,0.5,0.2,0.1,0.5,0.6,2.6,,ruperra01
427,Delon Wright,32,MIL,PG,25,2,15.3,0.9,3.1,.282,0.5,1.8,.261,0.4,1.3,.313,.359,0.3,0.6,.571,0.6,1.1,1.7,1.8,0.8,0.3,0.6,0.7,2.6,,wrighde01
428,Dominick Barlow,21,ATL,SF,12,1,6.4,1.0,2.3,.444,0.2,0.6,.286,0.8,1.7,.500,.481,0.3,0.6,.571,0.2,1.0,1.2,0.3,0.3,0.2,0.0,0.4,2.5,,barlodo01
429,E.J. Liddell,24,CHI,PF,6,0,5.2,0.8,1.3,.625,0.5,1.0,.500,0.3,0.3,1.000,.813,0.3,0.3,1.000,0.2,0.7,0.8,0.5,0.2,0.2,0.3,1.3,2.5,,liddeej01
430,Jarred Vanderbilt,25,LAL,PF,4,0,13.8,1.3,3.3,.385,0.0,0.8,.000,1.3,2.5,.500,.385,0.0,0.0,,2.5,2.8,5.3,1.5,2.3,0.0,0.5,2.3,2.5,,vandeja01
431,Johnny Davis,22,WAS,SG,33,0,7.3,1.0,2.4,.410,0.2,0.9,.241,0.8,1.5,.510,.455,0.3,0.5,.600,0.3,0.8,1.2,0.3,0.5,0.2,0.2,0.5,2.4,,davisjo06
432,Taj Gibson,39,CHO,C,20,11,10.8,1.0,2.3,.435,0.1,0.1,.500,1.0,2.2,.432,.446,0.4,0.6,.583,1.5,2.0,3.4,0.6,0.3,0.5,0.7,1.5,2.4,,gibsota01
433,Pat Spencer,28,GSW,PG,18,0,6.8,0.9,2.5,.378,0.1,0.6,.200,0.8,1.9,.429,.400,0.4,0.6,.700,0.5,0.8,1.3,1.5,0.4,0.1,0.6,0.4,2.4,,spencpa01
434,Reece Beekman,23,2TM,PG,18,0,10.1,0.9,2.4,.386,0.2,0.9,.250,0.7,1.6,.464,.432,0.2,0.4,.571,0.3,0.4,0.7,1.4,0.6,0.1,0.4,0.5,2.3,,beekmre01
434,Reece Beekman,23,GSW,PG,2,0,2.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,,beekmre01
434,Reece Beekman,23,BRK,PG,16,0,11.1,1.0,2.7,.372,0.3,1.0,.250,0.8,1.7,.444,.419,0.3,0.4,.571,0.3,0.5,0.8,1.5,0.6,0.1,0.5,0.5,2.5,,beekmre01
435,Vlatko Čančar,27,DEN,PF,4,0,8.5,1.0,1.8,.571,0.3,0.5,.500,0.8,1.3,.600,.643,0.0,0.0,,0.8,1.3,2.0,0.0,0.0,0.3,0.5,1.0,2.3,,cancavl01
436,Lester Quiñones,24,PHI,SG,4,0,4.3,1.0,2.0,.500,0.0,0.8,.000,1.0,1.3,.800,.500,0.3,0.3,1.000,0.8,0.3,1.0,0.3,0.0,0.0,1.0,0.0,2.3,,quinole01
437,Tyler Smith,20,MIL,PF,13,0,3.3,0.9,1.4,.667,0.4,0.8,.500,0.5,0.6,.875,.806,0.1,0.2,.500,0.2,0.8,0.9,0.1,0.0,0.2,0.2,0.4,2.3,,smithty02
438,Trey Jemison,25,2TM,C,20,0,10.1,0.9,1.9,.447,0.0,0.0,,0.9,1.9,.447,.447,0.5,1.2,.391,1.2,1.7,2.9,0.6,0.4,0.5,0.7,1.9,2.2,,jemistr01
438,Trey Jemison,25,NOP,C,16,0,10.4,0.9,2.0,.469,0.0,0.0,,0.9,2.0,.469,.469,0.5,1.3,.381,1.4,1.4,2.8,0.6,0.4,0.4,0.6,1.7,2.4,,jemistr01
438,Trey Jemison,25,LAL,C,4,0,9.0,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,.333,0.3,0.5,.500,0.5,2.8,3.3,0.3,0.0,1.0,0.8,2.5,1.3,,jemistr01
439,Kai Jones,24,LAC,C,27,0,7.6,0.9,1.3,.714,0.0,0.1,.000,0.9,1.2,.758,.714,0.3,0.4,.750,0.6,1.1,1.7,0.4,0.2,0.5,0.4,0.9,2.2,,joneska01
440,Duop Reath,28,POR,C,24,0,5.5,0.8,2.0,.375,0.4,1.4,.303,0.3,0.6,.533,.479,0.3,0.3,.750,0.4,0.5,0.9,0.3,0.0,0.1,0.2,0.6,2.2,,reathdu01
441,Patrick Baldwin Jr.,22,WAS,SF,22,0,4.6,0.8,1.5,.515,0.5,1.0,.524,0.3,0.5,.500,.682,0.1,0.2,.500,0.2,0.8,1.0,0.1,0.1,0.1,0.2,0.2,2.1,,baldwpa01
442,Chris Duarte,27,CHI,SG,17,0,4.4,0.7,1.5,.462,0.4,0.9,.400,0.4,0.6,.545,.577,0.4,0.5,.750,0.3,0.9,1.2,0.5,0.0,0.0,0.1,0.4,2.1,,duartch01
443,Dillon Jones,23,OKC,SF,28,0,8.6,0.8,2.3,.338,0.3,1.3,.189,0.5,1.0,.536,.392,0.3,0.5,.571,0.6,1.2,1.9,0.8,0.2,0.1,0.4,1.0,2.1,,jonesdi01
444,Pete Nance,24,PHI,C,7,0,9.7,0.7,2.1,.333,0.6,1.7,.333,0.1,0.4,.333,.467,0.1,0.3,.500,0.3,1.1,1.4,0.4,0.1,0.0,0.0,1.4,2.1,,nancepe01
445,Hunter Tyson,24,DEN,PF,33,0,7.5,0.7,1.8,.373,0.3,1.1,.306,0.3,0.7,.478,.466,0.4,0.6,.737,0.3,1.2,1.5,0.4,0.2,0.1,0.3,0.9,2.1,,tysonhu01
446,Johnny Furphy,20,IND,SG,31,0,7.4,0.7,1.8,.382,0.4,1.0,.344,0.3,0.7,.435,.482,0.3,0.3,1.000,0.4,0.6,1.1,0.3,0.3,0.2,0.3,0.7,2.0,,furphjo01
447,Jalen Hood-Schifino,21,LAL,SG,2,0,7.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,1.0,1.0,1.000,0.5,0.0,0.5,0.5,0.0,0.5,0.5,1.5,2.0,,hoodsja01
448,Cory Joseph,33,ORL,PG,29,0,7.6,0.7,2.0,.356,0.5,1.4,.350,0.2,0.7,.368,.475,0.1,0.1,.500,0.2,0.6,0.8,0.8,0.4,0.1,0.4,0.6,2.0,,josepco01
449,Christian Koloko,24,LAL,C,27,0,8.6,0.9,1.5,.625,0.0,0.1,.000,0.9,1.4,.658,.625,0.2,0.2,.833,1.0,1.2,2.1,0.4,0.3,0.3,0.3,1.1,2.0,,kolokch01
450,Alex Reese,25,OKC,PF,1,0,2.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,reeseal01
